0,3.5732324,-3.3328387,2.3408
0.02,3.573225067,-3.33283689,2.340704761
0.04,3.573232852,-3.332855432,2.34076129
0.06,3.573241164,-3.332872109,2.3408
0.08,3.573244468,-3.33289138,2.340848001
0.1,3.573236832,-3.332925211,2.341005263
0.12,3.573223986,-3.332923097,2.3411
0.14,3.573197848,-3.332900062,2.3411
0.16,3.573192662,-3.332883705,2.3411
0.18,3.57322542,-3.33286468,2.34094
0.2,3.57327178,-3.33284368,2.34069
0.22,3.573279154,-3.332843092,2.3406
0.24,3.573273695,-3.332848011,2.3406
0.26,3.573248616,-3.332861237,2.34071579
0.28,3.573224774,-3.332872605,2.340873685
0.3,3.573213747,-3.33288162,2.341
0.32,3.573225213,-3.33288482,2.341
0.34,3.57323668,-3.33288802,2.341
0.36,3.573238157,-3.332882914,2.341
0.38,3.573228329,-3.332879486,2.341
0.4,3.5732178,-3.3328817,2.34096
0.42,3.573222394,-3.332883452,2.3409
0.44,3.573245878,-3.332873581,2.3409
0.46,3.573258827,-3.332866614,2.340822727
0.48,3.57325716,-3.3328482,2.34074
0.5,3.57324864,-3.33283684,2.34074
0.52,3.573234139,-3.332843636,2.340817858
0.54,3.573209496,-3.332871779,2.340889286
0.56,3.57321362,-3.33288705,2.340985
0.58,3.5732304,-3.33290605,2.34095
0.6,3.573242538,-3.332920483,2.340906383
0.62,3.573220794,-3.332903036,2.340948936
0.64,3.573199049,-3.332885589,2.340991489
0.66,3.573191881,-3.332874252,2.341
0.68,3.573212635,-3.332865915,2.340942308
0.7,3.573234757,-3.3328625,2.340857143
0.72,3.573246352,-3.332862952,2.340774193
0.74,3.573254481,-3.332861081,2.340709677
0.76,3.57324465,-3.332857477,2.340777273
0.78,3.573226733,-3.332855667,2.340855556
0.8,3.57321424,-3.33285708,2.3409
0.82,3.57321765,-3.332866975,2.3409
0.84,3.573229025,-3.332883913,2.3409
0.86,3.573230883,-3.332891961,2.3409
0.88,3.573222052,-3.332899652,2.341013045
0.9,3.573209638,-3.332900571,2.341052381
0.92,3.5732084,-3.33288834,2.34097
0.94,3.573219733,-3.33286954,2.340903333
0.96,3.573232132,-3.332861345,2.340813637
0.98,3.573258623,-3.33285521,2.340745161
1,3.5732769,-3.3328519,2.3407
1.02,3.573260796,-3.332859883,2.340751725
1.04,3.573216383,-3.332883814,2.340958622
1.06,3.573204757,-3.332897667,2.341
1.08,3.573222881,-3.332907365,2.341
1.1,3.573243955,-3.332905155,2.341
1.12,3.573243177,-3.332882074,2.340941936
1.14,3.573222016,-3.332850461,2.340812903
1.16,3.573211586,-3.332840871,2.340885715
1.18,3.573216287,-3.332846765,2.3409
1.2,3.573225814,-3.332854643,2.3409
1.22,3.573241026,-3.332865908,2.340862962
1.24,3.57325673,-3.332889537,2.340714814
1.26,3.5732562,-3.332889875,2.340775
1.28,3.573238044,-3.332875419,2.34084375
1.3,3.5732143,-3.3328516,2.3409
1.32,3.573224919,-3.332868029,2.3409
1.34,3.573235538,-3.332884457,2.3409
1.36,3.573244864,-3.332896327,2.3409
1.38,3.573245612,-3.332905704,2.340964
1.4,3.573239605,-3.33290619,2.341
1.42,3.573224906,-3.332891029,2.340970588
1.44,3.573205318,-3.332867088,2.340911765
1.46,3.5732094,-3.332857645,2.3409
1.48,3.573246049,-3.332845955,2.340803447
1.5,3.573281624,-3.3328358,2.3407
1.52,3.573270856,-3.332842393,2.340729629
1.54,3.573224633,-3.332867356,2.340877778
1.56,3.573209038,-3.332872314,2.3409
1.58,3.573228886,-3.332875171,2.3409
1.6,3.573253773,-3.332874518,2.3409
1.62,3.573270032,-3.332870987,2.340880645
1.64,3.573274806,-3.332874277,2.340816129
1.66,3.573257928,-3.332875814,2.3408
1.68,3.573229233,-3.332879425,2.340858333
1.7,3.57322142,-3.33288244,2.34094
1.72,3.573238717,-3.332886245,2.340965517
1.74,3.573262786,-3.332897624,2.340827586
1.76,3.57326688,-3.33290702,2.3408
1.78,3.573236715,-3.332913837,2.34085926
1.8,3.573216145,-3.332914285,2.340945001
1.82,3.573226891,-3.332903973,2.340972727
1.84,3.573250649,-3.332889245,2.340912121
1.86,3.573267435,-3.332885117,2.340830434
1.88,3.573272729,-3.332895578,2.3408
1.9,3.573272773,-3.332912467,2.3408
1.92,3.573262329,-3.332919357,2.340814286
1.94,3.573241643,-3.332910386,2.340871429
1.96,3.573229633,-3.332904329,2.3409
1.98,3.57322951,-3.33290071,2.34093
2,3.57323331,-3.33289651,2.340996667
2.02,3.573235038,-3.332895214,2.341
2.04,3.573232659,-3.332900976,2.341
2.06,3.573232237,-3.332900454,2.340890243
2.08,3.573257603,-3.33287899,2.340792683
2.1,3.573282155,-3.33285804,2.3407
2.12,3.573289727,-3.332847807,2.3407
2.14,3.57326826,-3.33285594,2.3407
2.16,3.57324435,-3.33286475,2.34075
2.18,3.573224119,-3.332884794,2.340887097
2.2,3.573210829,-3.33291789,2.341080646
2.22,3.573214386,-3.332930886,2.341014286
2.24,3.573246253,-3.332930177,2.340943333
2.26,3.57327,-3.332927167,2.340866667
2.28,3.573255784,-3.332906215,2.3408
2.3,3.5732084,-3.3328446,2.3408
2.32,3.573202305,-3.332833076,2.3408
2.34,3.573233559,-3.332835744,2.340892683
2.36,3.573266778,-3.332839159,2.340990244
2.38,3.57325315,-3.332885,2.3409
2.4,3.57323461,-3.33292979,2.34081
2.42,3.573219183,-3.332919221,2.340913793
2.44,3.57320801,-3.332877428,2.341051724
2.46,3.573213448,-3.332855433,2.3411
2.48,3.573227236,-3.332861409,2.341027272
2.5,3.57324063,-3.332878924,2.34090606
2.52,3.573243977,-3.332885241,2.340813636
2.54,3.5732325,-3.33287705,2.34085
2.56,3.573216648,-3.332866436,2.3409
2.58,3.5732156,-3.33286315,2.3409
2.6,3.573214552,-3.332859864,2.3409
2.62,3.57322286,-3.332860365,2.3409
2.64,3.573240584,-3.332848877,2.3409
2.66,3.573247391,-3.3328432,2.3409
2.68,3.573236923,-3.332852092,2.3409
2.7,3.573226,-3.3328724,2.3409
2.72,3.573226794,-3.332877839,2.3409
2.74,3.573246665,-3.332882613,2.3409
2.76,3.57325815,-3.33288695,2.3409
2.78,3.573249138,-3.332893431,2.34093125
2.8,3.573228013,-3.332902494,2.34099375
2.82,3.573210386,-3.3328914,2.341085714
2.84,3.573213183,-3.332864863,2.341043333
2.86,3.573219305,-3.332847055,2.340968182
2.88,3.573228869,-3.332854408,2.340861538
2.9,3.573249946,-3.332875638,2.340707692
2.92,3.573250824,-3.33287753,2.3407
2.94,3.573250639,-3.332878404,2.3407
2.96,3.573250455,-3.332879278,2.3407
2.98,3.57325027,-3.332880152,2.3407
3,3.573250085,-3.332881026,2.3407
3.02,3.5732499,-3.3328819,2.3407
3.04,3.573236364,-3.332901462,2.341001818
3.06,3.573237636,-3.332890698,2.341038182
3.08,3.573238909,-3.332879934,2.341074546
3.1,3.573243584,-3.332874212,2.341087755
3.12,3.573256196,-3.332880253,2.341046939
3.14,3.573268808,-3.332886294,2.341006122
3.16,3.573265382,-3.3328855,2.34095641
3.18,3.573259126,-3.3328835,2.340905128
3.2,3.573233848,-3.332855204,2.3409
3.22,3.573228656,-3.33284615,2.3409
3.24,3.573230865,-3.332844483,2.3409
3.26,3.573238227,-3.33285726,2.340923333
3.28,3.57325516,-3.33289686,2.34099
3.3,3.57323258,-3.332909748,2.341126786
3.32,3.573206687,-3.332904212,2.3411625
3.34,3.573180794,-3.332898677,2.341198215
3.36,3.57321577,-3.33287667,2.34118
3.38,3.57325093,-3.33286983,2.34102
3.4,3.573296365,-3.332858604,2.340797826
3.42,3.57328167,-3.332856691,2.340754348
3.44,3.573266974,-3.332854778,2.340710869
3.46,3.573260775,-3.332854575,2.34085
3.48,3.573257044,-3.332862537,2.340926923
3.5,3.5732558,-3.332875368,2.341
3.52,3.57325561,-3.332898683,2.341
3.54,3.573250288,-3.332912887,2.341
3.56,3.573244966,-3.33292709,2.341
3.58,3.573234948,-3.332901128,2.341036
3.6,3.573228508,-3.332875288,2.340955999
3.62,3.573251044,-3.332840972,2.340876
3.64,3.573271764,-3.332834332,2.340755999
3.66,3.573292484,-3.332827692,2.340635999
3.68,3.573291622,-3.332832933,2.340677778
3.7,3.573260343,-3.332856303,2.340791429
3.72,3.573225984,-3.332881858,2.340905264
3.74,3.573233793,-3.332887812,2.341009303
3.76,3.573242723,-3.332900928,2.341102326
3.78,3.573251654,-3.332914044,2.341195349
3.8,3.573222847,-3.332925534,2.34109375
3.82,3.573199475,-3.3329176,2.341
3.84,3.573204786,-3.332889488,2.341
3.86,3.573235929,-3.33285144,2.341
3.88,3.573281529,-3.332814859,2.340993877
3.9,3.5732781,-3.332834043,2.340871428
3.92,3.573274671,-3.332853227,2.340748979
3.94,3.573251986,-3.332855514,2.340790909
3.96,3.573240759,-3.332850741,2.340972727
3.98,3.573229298,-3.332851537,2.341192157
4,3.573228788,-3.332877224,2.341152941
4.02,3.573228278,-3.33290291,2.341113725
4.04,3.573239918,-3.332909538,2.341075556
4.06,3.573246496,-3.332888515,2.341031111
4.08,3.573251735,-3.332871065,2.341
4.1,3.573253853,-3.332861947,2.341
4.12,3.573258471,-3.332854986,2.340942857
4.14,3.573257975,-3.332863437,2.34081875
4.16,3.573259475,-3.332866188,2.340860417
4.18,3.573260809,-3.332868639,2.340903031
4.2,3.573258991,-3.332865427,2.340963637
4.22,3.573239557,-3.332865786,2.341114286
4.24,3.573222467,-3.3328775,2.3412
4.26,3.573225513,-3.332894444,2.341172917
4.28,3.573232763,-3.332912819,2.34113125
4.3,3.573238114,-3.332917114,2.341085714
4.32,3.573237771,-3.332879171,2.341028571
4.34,3.573227369,-3.332841788,2.340979592
4.36,3.573247247,-3.332835339,2.340897959
4.38,3.573267124,-3.33282889,2.340816327
4.4,3.573283555,-3.332839302,2.340768628
4.42,3.573299124,-3.332853929,2.340729412
4.44,3.573285407,-3.332873602,2.340727907
4.46,3.573245454,-3.332886951,2.340913953
4.48,3.5732055,-3.3329003,2.3411
4.5,3.573218087,-3.332900217,2.3412
4.52,3.57324264,-3.332894813,2.3412
4.54,3.573260051,-3.332889695,2.3412
4.56,3.573264198,-3.33288511,2.3412
4.58,3.573249918,-3.332865536,2.340981817
4.6,3.573237033,-3.332850167,2.3408
4.62,3.573238944,-3.332847856,2.3408
4.64,3.5732934,-3.332842783,2.340966668
4.66,3.573304357,-3.332849907,2.341
4.68,3.573289863,-3.332863391,2.340954545
4.7,3.573260361,-3.3328743,2.3409
4.72,3.573245025,-3.33286905,2.341040625
4.74,3.573237594,-3.332865188,2.341194
4.76,3.573247554,-3.332879108,2.341154
4.78,3.573257514,-3.332893028,2.341114
4.8,3.573264417,-3.332899237,2.3411
4.82,3.573269674,-3.332901294,2.3411
4.84,3.573242635,-3.33286083,2.3409
4.86,3.573250325,-3.332845013,2.3409
4.88,3.573268825,-3.332824262,2.3409
4.9,3.573281867,-3.332814648,2.3409
4.92,3.573278533,-3.33283844,2.3409
4.94,3.5732752,-3.332862231,2.3409
4.96,3.573262994,-3.33287294,2.3409
4.98,3.573247756,-3.332879335,2.340908696
5,3.573219322,-3.332867683,2.340995652
5.02,3.57324312,-3.332872178,2.341128814
5.04,3.573271968,-3.332881093,2.341162712
5.06,3.573300815,-3.332890008,2.34119661
5.08,3.573276739,-3.332886204,2.34116087
5.1,3.573246783,-3.332880987,2.341117391
5.12,3.573245254,-3.332866168,2.341059322
5.14,3.573262678,-3.332844948,2.340991526
5.16,3.573280102,-3.332823727,2.340923729
5.18,3.573286811,-3.332826977,2.3409
5.2,3.573267434,-3.332845731,2.3409
5.22,3.573248057,-3.332864485,2.3409
5.24,3.573228592,-3.33287638,2.341084
5.26,3.573242927,-3.332865656,2.3413
5.28,3.573250195,-3.332859217,2.3413
5.3,3.57325723,-3.332853145,2.34129
5.32,3.57325983,-3.332854045,2.34109
5.34,3.573255899,-3.33285695,2.340849996
5.36,3.573246748,-3.332835676,2.3408
5.38,3.573247375,-3.3328225,2.340825
5.4,3.573251525,-3.3328207,2.340875
5.42,3.573258708,-3.332825151,2.340927027
5.44,3.573268924,-3.332835854,2.340981081
5.46,3.573269616,-3.332881035,2.341
5.48,3.573248648,-3.332932907,2.341
5.5,3.573249283,-3.332927546,2.341
5.52,3.573253381,-3.332916424,2.341
5.54,3.57325837,-3.332905521,2.341
5.56,3.57326229,-3.33289324,2.340985
5.58,3.573259536,-3.332875395,2.3409
5.6,3.573260445,-3.332872032,2.3409
5.62,3.573261355,-3.332868668,2.3409
5.64,3.573234424,-3.332931489,2.3409
5.66,3.573240207,-3.332936315,2.3409
5.68,3.573253067,-3.332933899,2.340916668
5.7,3.573288775,-3.332895337,2.341
5.72,3.573277783,-3.332890204,2.341
5.74,3.573213,-3.3328829,2.341
5.76,3.573215696,-3.332893209,2.341032609
5.78,3.573239957,-3.332894687,2.341076087
5.8,3.573269519,-3.332901853,2.341051163
5.82,3.573259286,-3.332905435,2.340911628
5.84,3.573248797,-3.332907852,2.3408
5.86,3.573237282,-3.332905609,2.3408
5.88,3.573231629,-3.332892123,2.340831429
5.9,3.573230771,-3.332869437,2.340888571
5.92,3.573241344,-3.332858693,2.340931111
5.94,3.573249122,-3.332866827,2.340975556
5.96,3.573244074,-3.332883673,2.341
5.98,3.573225426,-3.332895026,2.341
6,3.573216434,-3.332884689,2.341
6.02,3.57323486,-3.332868306,2.341
6.04,3.5732518,-3.3328554,2.340971429
6.06,3.573255832,-3.332862177,2.3409
6.08,3.573252896,-3.33287473,2.3409
6.1,3.573248584,-3.332885726,2.340910527
6.12,3.573236479,-3.332887902,2.340980702
6.14,3.573224374,-3.332890077,2.341050877
6.16,3.57323302,-3.33289151,2.34109
6.18,3.57325162,-3.33289506,2.34104
6.2,3.573269795,-3.332896486,2.341
6.22,3.573249748,-3.332904343,2.341
6.24,3.5732297,-3.3329122,2.341
6.26,3.573232724,-3.332912971,2.341029412
6.28,3.573244488,-3.332908265,2.341068628
6.3,3.573257278,-3.332904767,2.3411
6.32,3.57325798,-3.332899927,2.341038776
6.34,3.573253286,-3.332893029,2.340957143
6.36,3.573243286,-3.332876735,2.340908163
6.38,3.573232714,-3.332870408,2.34094898
6.4,3.573222143,-3.332864082,2.340989796
6.42,3.573237736,-3.332882936,2.340970455
6.44,3.5732561,-3.3329053,2.340925
6.46,3.573267,-3.332909,2.340875
6.48,3.573268778,-3.332889889,2.340819444
6.5,3.573261233,-3.332876867,2.3409
6.52,3.5732577,-3.3328802,2.3409
6.54,3.573254167,-3.332883533,2.3409
6.56,3.573252832,-3.332885541,2.3409
6.58,3.573253695,-3.332886223,2.3409
6.6,3.573251511,-3.332886814,2.340883783
6.62,3.573242214,-3.332887192,2.34082973
6.64,3.573223458,-3.33287101,2.340847369
6.66,3.573219856,-3.33285567,2.340914815
6.68,3.573250745,-3.332867596,2.340951852
6.7,3.573281634,-3.332879522,2.340988889
6.72,3.573290342,-3.332886805,2.340878947
6.74,3.573269447,-3.332873068,2.340826316
6.76,3.57325336,-3.33286404,2.3408
6.78,3.573245242,-3.332868182,2.340826316
6.8,3.573246611,-3.332897708,2.340931579
6.82,3.573248343,-3.332918284,2.341015909
6.84,3.573250752,-3.332922239,2.341061364
6.86,3.573249012,-3.332923537,2.341062499
6.88,3.573240814,-3.332910886,2.340957143
6.9,3.5732383,-3.3328986,2.340899999
6.92,3.5732498,-3.3328475,2.340799999
6.94,3.573260624,-3.332856358,2.3407
6.96,3.573277834,-3.332873095,2.3407
6.98,3.573258614,-3.332885327,2.340747727
7,3.573233795,-3.332883691,2.340884091
7.02,3.573212885,-3.332882208,2.341023077
7.04,3.573224477,-3.33288665,2.3411
7.06,3.573246432,-3.33289615,2.3411
7.08,3.573261922,-3.332907605,2.341093221
7.1,3.573253142,-3.332898656,2.341025424
7.12,3.573244363,-3.332889707,2.340957627
7.14,3.573233386,-3.332877943,2.3409
7.16,3.573251551,-3.332866492,2.340858974
7.18,3.573280116,-3.332859108,2.340807692
7.2,3.573289354,-3.332859117,2.340848572
7.22,3.57329303,-3.33286682,2.34091
7.24,3.573277762,-3.332926086,2.341
7.26,3.573266381,-3.332931943,2.341
7.28,3.573255,-3.3329378,2.341
7.3,3.57323165,-3.33293,2.3411
7.32,3.5732083,-3.3329222,2.3412
7.34,3.573295822,-3.332872705,2.340897561
7.36,3.573296261,-3.332872802,2.34084878
7.38,3.5732967,-3.3328729,2.340799999
7.4,3.5732417,-3.3328722,2.340700005
7.42,3.573246168,-3.33286857,2.340839535
7.44,3.573259423,-3.332861593,2.340886047
7.46,3.573273556,-3.332868568,2.3409
7.48,3.573258678,-3.332879934,2.3409
7.5,3.5732438,-3.3328913,2.3409
7.52,3.57322424,-3.33288794,2.34092
7.54,3.573213783,-3.332877197,2.340977143
7.56,3.573212673,-3.332873163,2.340970731
7.58,3.573217795,-3.332873602,2.340921951
7.6,3.573243062,-3.332864519,2.34083125
7.62,3.573255321,-3.332858586,2.3408
7.64,3.5732492,-3.332855827,2.3408
7.66,3.573239722,-3.332864213,2.3408
7.68,3.573240329,-3.332890912,2.340838235
7.7,3.573244682,-3.332925853,2.340897059
7.72,3.573236327,-3.332930642,2.340970833
7.74,3.573219535,-3.332924808,2.341054167
7.76,3.57320796,-3.332917212,2.3411
7.78,3.57320276,-3.332907462,2.3411
7.8,3.573208979,-3.332884418,2.341047058
7.82,3.573229156,-3.332845124,2.340929412
7.84,3.57326375,-3.3328435,2.34075
7.86,3.573291723,-3.332853085,2.3406
7.88,3.573285415,-3.332858623,2.3406
7.9,3.573254273,-3.332879436,2.340709091
7.92,3.57318468,-3.33293072,2.341102222
7.94,3.57320428,-3.33292312,2.341146667
7.96,3.57322388,-3.33291552,2.341191111
7.98,3.573238327,-3.3329083,2.34118
8,3.573237171,-3.3329023,2.341046666
8.02,3.573236016,-3.3328963,2.340913332
8.04,3.573260514,-3.332895323,2.340816279
8.06,3.573287863,-3.332894905,2.340723256
8.08,3.573298046,-3.332895069,2.3407
8.1,3.573302508,-3.332895428,2.3407
8.12,3.573280282,-3.332846305,2.3409
8.14,3.573254115,-3.332839284,2.340909375
8.16,3.573211553,-3.332855847,2.340971875
8.18,3.573205754,-3.332881693,2.341
8.2,3.573230033,-3.332915135,2.341
8.22,3.573261086,-3.332936,2.340985714
8.24,3.573260038,-3.332911667,2.340938095
8.26,3.573253785,-3.332887277,2.340869231
8.28,3.573244425,-3.332863025,2.340825
8.3,3.573249561,-3.33283907,2.340870455
8.32,3.573257879,-3.332831966,2.340886792
8.34,3.573272106,-3.332856155,2.340849057
8.36,3.573286332,-3.332880343,2.340811321
8.38,3.573264682,-3.332908851,2.34094359
8.4,3.573227656,-3.33293921,2.341148718
8.42,3.573207375,-3.332948975,2.3412
8.44,3.573212509,-3.332929434,2.341168085
8.46,3.573224253,-3.332902413,2.341125532
8.48,3.573239046,-3.332876151,2.341041463
8.5,3.573258412,-3.332851029,2.340895122
8.52,3.57327324,-3.33283834,2.3408
8.54,3.5732686,-3.332851538,2.3408
8.56,3.5732566,-3.3328666,2.3408
8.58,3.573257252,-3.332866122,2.3408
8.6,3.573257904,-3.332865643,2.3408
8.62,3.573260079,-3.332869261,2.340902632
8.64,3.573233658,-3.332882471,2.340955263
8.66,3.57320973,-3.332894555,2.341015
8.68,3.573202046,-3.332898515,2.3411
8.7,3.573206354,-3.332892618,2.3411
8.72,3.573218714,-3.332881671,2.341042857
8.74,3.573253405,-3.332861118,2.340865789
8.76,3.573286353,-3.332842434,2.340707894
8.78,3.573272843,-3.332855696,2.340704348
8.8,3.573265148,-3.332869565,2.340834783
8.82,3.573260361,-3.332891439,2.34099091
8.84,3.573258482,-3.332921318,2.341172728
8.86,3.57326345,-3.3329305,2.34125
8.88,3.573266132,-3.332935054,2.341285365
8.9,3.57324901,-3.332934078,2.341187805
8.92,3.5732199,-3.3329211,2.341099999
8.94,3.573221795,-3.332896995,2.340994736
8.96,3.573229233,-3.3328713,2.3409
8.98,3.573261075,-3.3328693,2.340939583
9,3.573291575,-3.3328693,2.34098125
9.02,3.573295349,-3.332873035,2.340948837
9.04,3.573277256,-3.332879826,2.340855814
9.06,3.573249046,-3.332889566,2.340817857
9.08,3.573238832,-3.33289903,2.340889285
9.1,3.573228618,-3.332908495,2.340960714
9.12,3.573234726,-3.332905731,2.341112963
9.14,3.5732328,-3.33290125,2.34115
9.16,3.573230874,-3.332896769,2.341187037
9.18,3.573220568,-3.332883989,2.34114054
9.2,3.573229054,-3.332878151,2.341032432
9.22,3.573261478,-3.332874044,2.340833333
9.24,3.573286108,-3.332869452,2.340722222
9.26,3.573310737,-3.332864859,2.34061111
9.28,3.573278669,-3.332866162,2.340782052
9.3,3.573243131,-3.332871238,2.340884616
9.32,3.573219819,-3.332894047,2.341095744
9.34,3.573224245,-3.332908643,2.341223404
9.36,3.57323786,-3.332925,2.3413
9.38,3.573247145,-3.332928414,2.341177272
9.4,3.573254418,-3.332930095,2.341040908
9.42,3.573245364,-3.332910364,2.340978571
9.44,3.573234471,-3.332885471,2.340942857
9.46,3.573223579,-3.332860579,2.340907143
9.48,3.573256567,-3.3328508,2.340933334
9.5,3.573288662,-3.332856086,2.340980953
9.52,3.573287565,-3.332891046,2.341021818
9.54,3.573253784,-3.332920864,2.341094546
9.56,3.573220002,-3.332950682,2.341167273
9.58,3.573214717,-3.332950967,2.341266666
9.6,3.573232754,-3.332932893,2.341192592
9.62,3.573250791,-3.332914819,2.341118518
9.64,3.573275405,-3.332902795,2.3411
9.66,3.573281568,-3.332900632,2.3411
9.68,3.573245492,-3.332876466,2.340718421
9.7,3.573245755,-3.332876939,2.340771053
9.72,3.573264252,-3.332886944,2.3408
9.74,3.573294564,-3.332902755,2.3408
9.76,3.573300442,-3.332904936,2.3408
9.78,3.573292652,-3.332902385,2.341157501
9.8,3.573277502,-3.332897285,2.341707502
9.82,3.573083294,-3.33263012,2.346178955
9.84,3.572770085,-3.332249964,2.351336835
9.86,3.572270118,-3.331721712,2.356505877
9.88,3.571645646,-3.331094731,2.36168236
9.9,3.571036257,-3.330480046,2.366747378
9.92,3.570682809,-3.33006289,2.370047624
9.94,3.570053905,-3.329320796,2.376523806
9.96,3.569425001,-3.328578701,2.382999988
9.98,3.568830001,-3.328067571,2.38847825
10,3.568235001,-3.32755644,2.39395651
10.02,3.567743864,-3.327158411,2.398866669
10.04,3.56729724,-3.326808854,2.403533352
10.06,3.566839401,-3.326397982,2.407645304
10.08,3.566367853,-3.32591217,2.411079268
10.1,3.565896306,-3.325426359,2.414513232
10.12,3.564360776,-3.323832488,2.422816041
10.14,3.563428884,-3.322866192,2.427770737
10.16,3.563208494,-3.322639996,2.428990252
10.18,3.562723637,-3.322165725,2.431478073
10.2,3.561974322,-3.321443385,2.435234159
10.22,3.560676586,-3.32005634,2.441393335
10.24,3.559858169,-3.31905484,2.445900013
10.26,3.559066166,-3.318372054,2.447868585
10.28,3.55789594,-3.317461256,2.449811437
10.3,3.557415419,-3.317159579,2.45012
10.32,3.557107318,-3.317010179,2.450019999
10.34,3.554982292,-3.316111486,2.444980002
10.36,3.55477727,-3.315943442,2.445246668
10.38,3.554405237,-3.315565035,2.44646671
10.4,3.552433623,-3.312690295,2.463837543
10.42,3.551510988,-3.310815792,2.479900032
10.44,3.550028141,-3.309885704,2.483804766
10.46,3.548556563,-3.30885084,2.489734495
10.48,3.547352519,-3.308013163,2.495113797
10.5,3.546148475,-3.307175486,2.500493099
10.52,3.54494443,-3.306337809,2.505872401
10.54,3.54400882,-3.30568282,2.509785712
10.56,3.543209594,-3.305102681,2.512177506
10.58,3.541915868,-3.30415263,2.51582751
10.6,3.540622142,-3.303202579,2.519477513
10.62,3.539328415,-3.302252528,2.523127517
10.64,3.538089918,-3.301374667,2.525559323
10.66,3.536953986,-3.300630871,2.525728814
10.68,3.535818054,-3.299887075,2.525898306
10.7,3.534678772,-3.299085161,2.526400012
10.72,3.534016282,-3.298306467,2.528400011
10.74,3.533353793,-3.297527774,2.53040001
10.76,3.532298395,-3.296749004,2.530369225
10.78,3.530981062,-3.295970185,2.528984611
10.8,3.529565362,-3.295301868,2.52567609
10.82,3.52836858,-3.294575216,2.523197829
10.84,3.527171797,-3.293848564,2.520719569
10.86,3.525947948,-3.292616686,2.523768097
10.88,3.525157568,-3.291670519,2.527257446
